PHL.1_1,PHL,Philippines,Abra,NA,NA,Lalawigan,Province,1401,PH.AB,PH-ABR
PHL.2_1,PHL,Philippines,Agusan del Norte,NA,NA,Lalawigan,Province,1602,PH.AN,PH-AGN
PHL.3_1,PHL,Philippines,Agusan del Sur,NA,NA,Lalawigan,Province,1603,PH.AS,PH-AGS
PHL.4_1,PHL,Philippines,Aklan,NA,NA,Lalawigan,Province,604,PH.AK,PH-AKL
PHL.5_1,PHL,Philippines,Albay,NA,NA,Lalawigan,Province,505,PH.AL,PH-ALB
PHL.6_1,PHL,Philippines,Antique,NA,NA,Lalawigan,Province,606,PH.AQ,PH-ANT
PHL.7_1,PHL,Philippines,Apayao,NA,NA,Lalawigan,Province,1481,PH.AP,PH-APA
PHL.8_1,PHL,Philippines,Aurora,NA,NA,Lalawigan,Province,377,PH.AU,PH-AUR
PHL.9_1,PHL,Philippines,Basilan,NA,NA,Lalawigan,Province,1507,PH.BS,PH-BAS
PHL.10_1,PHL,Philippines,Bataan,NA,NA,Lalawigan,Province,308,PH.BA,PH-BAN
PHL.11_1,PHL,Philippines,Batanes,NA,NA,Lalawigan,Province,209,PH.BN,PH-BTN
PHL.12_1,PHL,Philippines,Batangas,NA,NA,Lalawigan,Province,410,PH.BT,PH-BTG
PHL.13_1,PHL,Philippines,Benguet,NA,NA,Lalawigan,Province,1411,PH.BG,PH-BEN
PHL.14_1,PHL,Philippines,Biliran,NA,NA,Lalawigan,Province,878,PH.BI,PH-BIL
PHL.15_1,PHL,Philippines,Bohol,NA,NA,Lalawigan,Province,712,PH.BO,PH-BOH
PHL.16_1,PHL,Philippines,Bukidnon,NA,NA,Lalawigan,Province,1013,PH.BK,PH-BUK
PHL.17_1,PHL,Philippines,Bulacan,NA,NA,Lalawigan,Province,314,PH.BU,PH-BUL
PHL.18_1,PHL,Philippines,Cagayan,NA,NA,Lalawigan,Province,215,PH.CG,PH-CAG
PHL.19_1,PHL,Philippines,Camarines Norte,NA,NA,Lalawigan,Province,516,PH.CN,PH-CAN
PHL.20_1,PHL,Philippines,Camarines Sur,NA,NA,Lalawigan,Province,517,PH.CS,PH-CAS
PHL.21_1,PHL,Philippines,Camiguin,NA,NA,Lalawigan,Province,1018,PH.CM,PH-CAM
PHL.22_1,PHL,Philippines,Capiz,NA,NA,Lalawigan,Province,619,PH.CP,PH-CAP
PHL.23_1,PHL,Philippines,Catanduanes,NA,NA,Lalawigan,Province,520,PH.CT,PH-CAT
PHL.24_1,PHL,Philippines,Cavite,NA,NA,Lalawigan,Province,421,PH.CV,PH-CAV
PHL.25_1,PHL,Philippines,Cebu,NA,NA,Lalawigan,Province,722,PH.CB,PH-CEB
PHL.26_1,PHL,Philippines,Compostela Valley,NA,NA,Lalawigan,Province,1182,PH.CL,NA
PHL.27_1,PHL,Philippines,Davao del Norte,Davao,NA,Lalawigan,Province,1123,PH.DV,PH-DAV
PHL.28_1,PHL,Philippines,Davao del Sur,NA,NA,Lalawigan,Province,1124,PH.DS,PH-DAS
PHL.29_1,PHL,Philippines,Davao Oriental,NA,NA,Lalawigan,Province,1125,PH.DO,PH-DAO
PHL.30_1,PHL,Philippines,Dinagat Islands,NA,NA,Lalawigan,Province,1685,PH.DI,PH-DIN
PHL.31_1,PHL,Philippines,Eastern Samar,NA,NA,Lalawigan,Province,826,PH.ES,PH-EAS
PHL.32_1,PHL,Philippines,Guimaras,NA,NA,Lalawigan,Province,679,PH.GU,PH-GUI
PHL.33_1,PHL,Philippines,Ifugao,NA,NA,Lalawigan,Province,1427,PH.IF,PH-IFU
PHL.34_1,PHL,Philippines,Ilocos Norte,NA,NA,Lalawigan,Province,128,PH.IN,PH-ILN
PHL.35_1,PHL,Philippines,Ilocos Sur,NA,NA,Lalawigan,Province,129,PH.IS,PH-ILS
PHL.36_1,PHL,Philippines,Iloilo,NA,NA,Lalawigan,Province,630,PH.II,PH-ILI
PHL.37_1,PHL,Philippines,Isabela,NA,NA,Lalawigan,Province,231,PH.IB,PH-ISA
PHL.38_1,PHL,Philippines,Kalinga,NA,NA,Lalawigan,Province,1432,PH.KA,PH-KAL
PHL.39_1,PHL,Philippines,La Union,NA,NA,Lalawigan,Province,133,PH.LU,PH-LUN
PHL.40_1,PHL,Philippines,Laguna,NA,NA,Lalawigan,Province,434,PH.LG,PH-LAG
PHL.41_1,PHL,Philippines,Lanao del Norte,NA,NA,Lalawigan,Province,1035,PH.LN,PH-LAN
PHL.42_1,PHL,Philippines,Lanao del Sur,NA,NA,Lalawigan,Province,1536,PH.LS,PH-LAS
PHL.43_1,PHL,Philippines,Leyte,NA,NA,Lalawigan,Province,837,PH.LE,PH-LEY
PHL.44_1,PHL,Philippines,MAGUINDANAO DEL NORTE,NA,NA,Lalawigan,Province,1538,PH.MG,PH-MAG
PHL.44_1,PHL,Philippines,MAGUINDANAO DEL SUR,NA,NA,Lalawigan,Province,1538,PH.MG,PH-MAG
PHL.45_1,PHL,Philippines,Marinduque,NA,NA,Lalawigan,Province,1740,PH.MQ,PH-MAD
PHL.46_1,PHL,Philippines,Masbate,NA,NA,Lalawigan,Province,541,PH.MB,PH-MAS
PHL.47_1,PHL,Philippines,Metropolitan Manila,NA,NA,Lalawigan,Province,1339,PH.MM,NA
PHL.48_1,PHL,Philippines,Misamis Occidental,NA,NA,Lalawigan,Province,1042,PH.MD,PH-MSC
PHL.49_1,PHL,Philippines,Misamis Oriental,NA,NA,Lalawigan,Province,1043,PH.MN,PH-MSR
PHL.50_1,PHL,Philippines,Mountain Province,NA,NA,Lalawigan,Province,1444,PH.MT,PH-MOU
PHL.51_1,PHL,Philippines,Negros Occidental,NA,NA,Lalawigan,Province,645,PH.ND,PH-NEC
PHL.52_1,PHL,Philippines,Negros Oriental,NA,NA,Lalawigan,Province,746,PH.NR,PH-NER
PHL.53_1,PHL,Philippines,North Cotabato,NA,NA,Lalawigan,Province,1247,PH.NC,NA
PHL.54_1,PHL,Philippines,Northern Samar,NA,NA,Lalawigan,Province,848,PH.NS,PH-NSA
PHL.55_1,PHL,Philippines,Nueva Ecija,NA,NA,Lalawigan,Province,349,PH.NE,PH-NUE
PHL.56_1,PHL,Philippines,Nueva Vizcaya,NA,NA,Lalawigan,Province,250,PH.NV,PH-NUV
PHL.57_1,PHL,Philippines,Occidental Mindoro,NA,NA,Lalawigan,Province,1751,PH.MC,NA
PHL.58_1,PHL,Philippines,Oriental Mindoro,NA,NA,Lalawigan,Province,1752,PH.MR,NA
PHL.59_1,PHL,Philippines,Palawan,Paragua,NA,Lalawigan,Province,1753,PH.PL,PH-PLW
PHL.60_1,PHL,Philippines,Pampanga,NA,NA,Lalawigan,Province,354,PH.PM,PH-PAM
PHL.61_1,PHL,Philippines,Pangasinan,NA,NA,Lalawigan,Province,155,PH.PN,PH-PAN
PHL.62_1,PHL,Philippines,Quezon,NA,NA,Lalawigan,Province,456,PH.QZ,PH-QUE
PHL.63_1,PHL,Philippines,Quirino,NA,NA,Lalawigan,Province,257,PH.QR,PH-QUI
PHL.64_1,PHL,Philippines,Rizal,NA,NA,Lalawigan,Province,458,PH.RI,PH-RIZ
PHL.65_1,PHL,Philippines,Romblon,NA,NA,Lalawigan,Province,1759,PH.RO,PH-ROM
PHL.66_1,PHL,Philippines,Samar,Western Samar,NA,Lalawigan,Province,860,PH.SM,PH-WSA
PHL.67_1,PHL,Philippines,Sarangani,NA,NA,Lalawigan,Province,1280,PH.SG,PH-SAR
PHL.68_1,PHL,Philippines,Siquijor,NA,NA,Lalawigan,Province,761,PH.SQ,PH-SIG
PHL.69_1,PHL,Philippines,Sorsogon,NA,NA,Lalawigan,Province,562,PH.SR,PH-SOR
PHL.70_1,PHL,Philippines,South Cotabato,NA,NA,Lalawigan,Province,1263,PH.SC,PH-SCO
PHL.71_1,PHL,Philippines,Southern Leyte,NA,NA,Lalawigan,Province,864,PH.SL,PH-SLE
PHL.72_1,PHL,Philippines,Sultan Kudarat,NA,NA,Lalawigan,Province,1265,PH.SK,PH-SUK
PHL.73_1,PHL,Philippines,Sulu,NA,NA,Lalawigan,Province,1566,PH.SU,PH-SLU
PHL.74_1,PHL,Philippines,Surigao del Norte,NA,NA,Lalawigan,Province,1667,PH.SN,PH-SUN
PHL.75_1,PHL,Philippines,Surigao del Sur,NA,NA,Lalawigan,Province,1668,PH.SS,PH-SUR
PHL.76_1,PHL,Philippines,Tarlac,NA,NA,Lalawigan,Province,369,PH.TR,PH-TAR
PHL.77_1,PHL,Philippines,Tawi-Tawi,NA,NA,Lalawigan,Province,1570,PH.TT,PH-TAW
PHL.78_1,PHL,Philippines,Zambales,NA,NA,Lalawigan,Province,155,PH.PN,PH-ZMB
PHL.79_1,PHL,Philippines,Zamboanga del Norte,NA,NA,Lalawigan,Province,972,PH.ZN,PH-ZAN
PHL.80_1,PHL,Philippines,Zamboanga del Sur,NA,NA,Lalawigan,Province,973,PH.ZS,PH-ZAS
PHL.81_1,PHL,Philippines,Zamboanga Sibugay,NA,NA,Lalawigan,Province,983,PH.ZY,PH-ZSI